,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
610,221008844,05/06/2022 12:00:00 AM,11/01/2020 12:00:00 AM,130,10,West Valley,1029,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,VALJEAN                      ST,VANOWEN                      AV,34.1939,-118.4859
611,201614109,10/22/2020 12:00:00 AM,10/21/2020 12:00:00 AM,1910,16,Foothill,1663,1,310,BURGLARY,0344 0321 0397,32,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,8900    LAUREL CANYON                BL,,34.2367,-118.4087
612,210204054,01/02/2021 12:00:00 AM,12/31/2020 12:00:00 AM,1500,2,Rampart,236,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,100 N  WESTLAKE                     AV,,34.066,-118.2688
613,201321708,12/25/2020 12:00:00 AM,12/25/2020 12:00:00 AM,2000,13,Newton,1367,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1100 1407 1822,0,M,W,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,250.0,998.0,,,45TH                         ST,HONDURAS                     ST,34.0027,-118.2441
614,201510196,05/18/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1500,15,N Hollywood,1557,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 0344,40,F,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,10800    HUSTON                       ST,,34.1599,-118.3659
615,201909906,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,2330,19,Mission,1988,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813 0913 0448 0444 0446,36,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,13400    BURTON                       ST,,34.2208,-118.4247
616,201709020,05/12/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1100,17,Devonshire,1727,1,310,BURGLARY,0314 0330 1501 0344 1402,54,F,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,998.0,,,19200    CELTIC                       ST,,34.2697,-118.551
617,201604833,01/20/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1300,16,Foothill,1654,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1501,35,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956.0,,,,12300    OSBORNE                      ST,,34.2647,-118.4019
618,201316163,08/29/2020 12:00:00 AM,08/29/2020 12:00:00 AM,130,13,Newton,1377,1,220,ATTEMPTED ROBBERY,1300 0400 1100 0430 0302 0334 1407 1822,51,F,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,220.0,998.0,,,5500    MORGAN                       AV,,33.9913,-118.2446
619,201708115,04/11/2020 12:00:00 AM,04/10/2020 12:00:00 AM,1400,17,Devonshire,1782,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0352 1606 0344,41,F,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331.0,,,,19400    PARTHENIA                    ST,,34.2312,-118.5632
620,201605680,02/09/2020 12:00:00 AM,02/09/2020 12:00:00 AM,1305,16,Foothill,1687,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 1822,0,M,H,101.0,STREET,307.0,VEHICLE,AA,Adult Arrest,231.0,,,,STAGG                        ST,VINELAND                     BL,34.2121,-118.3703
621,201513562,07/20/2020 12:00:00 AM,07/15/2020 12:00:00 AM,2300,15,N Hollywood,1543,1,330,BURGLARY FROM VEHICLE,0344 0385,29,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,5300    HERMITAGE                    AV,,34.1667,-118.4004
622,201312575,06/20/2020 12:00:00 AM,06/20/2020 12:00:00 AM,2015,13,Newton,1303,1,648,ARSON,0329,0,M,O,101.0,STREET,,,IC,Invest Cont,648.0,,,,11TH                         ST,CENTRAL                      AV,34.031,-118.2448
623,201822582,12/24/2020 12:00:00 AM,12/24/2020 12:00:00 AM,1120,18,Southeast,1846,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416,39,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1500 E  114TH                        ST,,33.9311,-118.2482
624,201704417,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1450,17,Devonshire,1743,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378,0,X,X,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,18500    DEVONSHIRE                   ST,,34.2609,-118.5346
625,201321629,12/23/2020 12:00:00 AM,12/22/2020 12:00:00 AM,200,13,Newton,1383,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,200 W  GAGE                         AV,,33.9858,-118.2739
626,211406959,02/22/2021 12:00:00 AM,11/26/2020 12:00:00 AM,1700,14,Pacific,1473,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,40,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,82ND                         ST,83RD                         ST,33.9621,-118.4311
627,211808618,04/04/2021 12:00:00 AM,01/21/2020 12:00:00 AM,1200,18,Southeast,1861,2,664,"BUNCO, PETTY THEFT",0701 1916 0913 0344,40,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664.0,,,,11900    AINSWORTH                    ST,,33.9251,-118.2903
628,202107601,03/22/2020 12:00:00 AM,03/21/2020 12:00:00 AM,1830,21,Topanga,2128,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,7800    OSO                          AV,,34.2122,-118.5754
629,201716510,12/22/2020 12:00:00 AM,12/19/2020 12:00:00 AM,1500,17,Devonshire,1788,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,8900    BALBOA                       BL,,34.2322,-118.5113
630,201607334,03/22/2020 12:00:00 AM,03/20/2020 12:00:00 AM,1500,16,Foothill,1668,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,9400    REVERIE                      RD,,34.2407,-118.2947
631,201509575,05/05/2020 12:00:00 AM,05/04/2020 12:00:00 AM,1750,15,N Hollywood,1529,2,624,BATTERY - SIMPLE ASSAULT,0400 0448 0444 1309,35,F,B,119.0,"PORCH, RESIDENTIAL",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6000    CRANER                       AV,,34.1794,-118.3692
632,201415770,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,2200,14,Pacific,1494,2,888,TRESPASSING,2004,0,X,X,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,888.0,,,,300    WORLD WAY,,33.9449,-118.4061
633,201310438,05/05/2020 12:00:00 AM,05/04/2020 12:00:00 AM,2200,13,Newton,1341,1,330,BURGLARY FROM VEHICLE,0358 0385,28,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,MAIN                         ST,42ND                         ST,34.0155,-118.2772
634,201314131,07/18/2020 12:00:00 AM,07/17/2020 12:00:00 AM,1900,13,Newton,1322,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,400 E  ADAMS                        BL,,34.0233,-118.2651
635,201419056,10/21/2020 12:00:00 AM,10/12/2020 12:00:00 AM,900,14,Pacific,1452,2,354,THEFT OF IDENTITY,0377,56,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3400    VIA DOLCE,,33.9809,-118.4633
636,201411482,05/27/2020 12:00:00 AM,05/21/2020 12:00:00 AM,2130,14,Pacific,1441,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394,49,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,00    27TH                         AV,,33.9814,-118.4682
637,201909292,04/30/2020 12:00:00 AM,04/21/2020 12:00:00 AM,1500,19,Mission,1915,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,14100    AZTEC                        ST,,34.2987,-118.4417
638,201913252,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1240,19,Mission,1998,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442.0,,,,7800    VAN NUYS                     BL,,34.2153,-118.4409
639,202008343,04/07/2020 12:00:00 AM,04/04/2020 12:00:00 AM,630,20,Olympic,2015,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0100 0344 1822 0394,0,X,X,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,341.0,,,,200 N  VERMONT                      AV,,34.0745,-118.296
640,202113089,08/25/2020 12:00:00 AM,07/24/2020 12:00:00 AM,1724,21,Topanga,2173,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,22800 W  VENTURA                      BL,,34.1658,-118.6239
641,202009037,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1817,20,Olympic,2029,2,624,BATTERY - SIMPLE ASSAULT,1822 0345 0356 0416 1259,17,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6TH                          ST,OCCIDENTAL,34.0652,-118.2878
642,201817888,09/28/2020 12:00:00 AM,09/27/2020 12:00:00 AM,1930,18,Southeast,1821,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600 W  98TH                         ST,,33.9471,-118.2852
643,201420478,11/18/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1337,14,Pacific,1409,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,36,M,H,504.0,OTHER RESIDENCE,,,IC,Invest Cont,440.0,,,,3600    WATSEKA                      AV,,34.0272,-118.3991
644,201515693,09/28/2020 12:00:00 AM,09/14/2020 12:00:00 AM,2000,15,N Hollywood,1535,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,23,F,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,TIARA,TUJUNGA,34.1785,-118.379
645,201511176,06/12/2020 12:00:00 AM,06/11/2020 12:00:00 AM,2100,15,N Hollywood,1545,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,11900    WEDDINGTON                   ST,,34.1667,-118.3922
646,201406301,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1930,14,Pacific,1454,1,330,BURGLARY FROM VEHICLE,0344 1300,67,F,W,104.0,DRIVEWAY,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,12900    PANAMA                       ST,,33.9843,-118.4278
647,201312804,06/18/2020 12:00:00 AM,06/17/2020 12:00:00 AM,340,13,Newton,1345,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202,77,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,E  34TH                         ST,S  CENTRAL                      AV,34.0128,-118.2565
648,202106678,02/27/2020 12:00:00 AM,02/16/2020 12:00:00 AM,1900,21,Topanga,2173,2,860,BATTERY WITH SEXUAL CONTACT,1259 2024 0522 1820,14,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860.0,,,,23200    LEONORA                      DR,,34.1622,-118.6336
649,202011097,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1155,20,Olympic,2004,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 2003 0913 0554,54,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,600 N  HARVARD                      BL,,34.0799,-118.3068
650,202100629,03/09/2020 12:00:00 AM,03/09/2020 12:00:00 AM,1900,21,Topanga,2105,1,210,ROBBERY,1402 0337 0344 1822 0906,30,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",210.0,RAZOR BLADE,AA,Adult Arrest,210.0,998.0,,,8300    NORTHGATE                    AV,,34.221,-118.604
651,201611103,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,900,16,Foothill,1651,2,946,OTHER MISCELLANEOUS CRIME,0344 1300,53,M,H,108.0,PARKING LOT,,,AA,Adult Arrest,946.0,,,,13000    MONTAGUE                     ST,,34.2442,-118.4159
652,201821960,12/11/2020 12:00:00 AM,12/10/2020 12:00:00 AM,2100,18,Southeast,1802,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8600 S  FIGUEROA                     ST,,33.9596,-118.2827
653,201807620,03/04/2020 12:00:00 AM,03/03/2020 12:00:00 AM,800,18,Southeast,1844,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,113TH,TOWNE,33.932,-118.2673
654,201812366,06/10/2020 12:00:00 AM,06/03/2020 12:00:00 AM,1700,18,Southeast,1831,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,VERMONT,125TH                        ST,33.9176,-118.2915
655,210807650,02/23/2021 12:00:00 AM,07/18/2020 12:00:00 AM,1,8,West LA,814,1,121,"RAPE, FORCIBLE",0527,18,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,CHURCH                       LN,MONTANA                      AV,34.0675,-118.4625
656,201515099,09/10/2020 12:00:00 AM,09/10/2020 12:00:00 AM,1240,15,N Hollywood,1535,1,480,BIKE - STOLEN,2032 0344,33,M,B,108.0,PARKING LOT,,,IC,Invest Cont,480.0,,,,5900 N  LANKERSHIM                   BL,,34.1775,-118.3822
657,211005965,03/06/2021 12:00:00 AM,05/01/2020 12:00:00 AM,800,10,West Valley,1067,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0352 1414,54,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,5200    WHITE OAK                    AV,,34.1658,-118.5186
658,202116680,12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,325,21,Topanga,2177,1,330,BURGLARY FROM VEHICLE,1609 0386,47,M,W,101.0,STREET,311.0,HAMMER,IC,Invest Cont,330.0,,,,21600    BURBANK                      BL,,34.1733,-118.6002
659,201821710,12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,1820,18,Southeast,1822,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0913 0603 0400 0411 0361,29,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,AO,Adult Other,230.0,998.0,,,100 W  CENTURY                      BL,,33.9456,-118.2744
660,202116561,12/02/2020 12:00:00 AM,11/13/2020 12:00:00 AM,1822,21,Topanga,2143,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,35,M,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274
661,201404257,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1720,14,Pacific,1453,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,402.0,MARKET,,,IC,Invest Cont,442.0,,,,13400    MAXELLA                      AV,,33.9906,-118.4391
662,202116553,12/01/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1200,21,Topanga,2156,1,330,BURGLARY FROM VEHICLE,0344,21,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,TOPANGA CANYON,VANOWEN,34.1938,-118.6059
663,202117111,12/16/2020 12:00:00 AM,12/15/2020 12:00:00 AM,830,21,Topanga,2111,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0906,39,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,22900    BLYTHE                       ST,,34.2142,-118.6354
664,230312288,06/01/2023 12:00:00 AM,02/02/2020 12:00:00 AM,315,3,Southwest,391,2,354,THEFT OF IDENTITY,0100 0928 0929 0935 1822,56,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,4200    SANTO TOMAS                  DR,,34.0103,-118.3456
665,202013989,08/29/2020 12:00:00 AM,08/29/2020 12:00:00 AM,500,20,Olympic,2013,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 1243 2060 0416 0446 0408 2004 1218 0913,35,F,H,158.0,TRANSIENT ENCAMPMENT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,OXFORD,3RD                          ST,34.069,-118.3079
666,201810492,05/03/2020 12:00:00 AM,05/03/2020 12:00:00 AM,1,18,Southeast,1802,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416,43,M,B,101.0,STREET,312.0,PIPE/METAL PIPE,IC,Invest Cont,230.0,,,,W  93RD                         ST,S  BROADWAY,33.9519,-118.2784
667,202013574,08/17/2020 12:00:00 AM,08/17/2020 12:00:00 AM,1200,20,Olympic,2036,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745.0,,,,700 S  BERENDO                      ST,,34.0582,-118.2941
668,202000619,04/21/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1700,20,Olympic,2022,1,310,BURGLARY,1822 1607 0344 1402,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,998.0,,,300 S  GRAMERCY                     PL,,34.069,-118.3128
669,201808250,03/16/2020 12:00:00 AM,03/16/2020 12:00:00 AM,900,18,Southeast,1849,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2100 E  112TH                        ST,,33.9334,-118.2349
670,201315570,08/16/2020 12:00:00 AM,08/15/2020 12:00:00 AM,1000,13,Newton,1395,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,300 E  68TH                         ST,,33.9779,-118.2696
671,202012948,08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,545,20,Olympic,2024,1,761,BRANDISH WEAPON,1252 0421 0216 1822 0334 2004,64,F,H,102.0,SIDEWALK,205.0,KITCHEN KNIFE,AA,Adult Arrest,761.0,930.0,,,WILSHIRE                     BL,WESTERN                      AV,34.0617,-118.3091
672,201509525,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,520,15,N Hollywood,1521,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7000    FULTON                       AV,,34.1976,-118.4225
673,201609797,06/08/2020 12:00:00 AM,06/05/2020 12:00:00 AM,1700,16,Foothill,1636,1,310,BURGLARY,0344 0397,0,M,W,120.0,STORAGE SHED,,,IC,Invest Cont,310.0,,,,WENTWORTH,WHEATLAND,34.2644,-118.3386
674,201410671,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,1850,14,Pacific,1435,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,745.0,,,,12000    VENICE                       BL,,34.0111,-118.4293
675,201911577,06/30/2020 12:00:00 AM,06/29/2020 12:00:00 AM,2000,19,Mission,1902,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,14400    FOOTHILL                     BL,,34.3209,-118.4477
676,202113830,09/15/2020 12:00:00 AM,09/14/2020 12:00:00 AM,2100,21,Topanga,2155,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,19,F,W,101.0,STREET,,,IC,Invest Cont,745.0,,,,6100    NEVADA                       AV,,34.1809,-118.6089
677,202007151,03/06/2020 12:00:00 AM,03/05/2020 12:00:00 AM,1600,20,Olympic,2019,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 2032 0344,42,F,O,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,1ST                          ST,VERMONT                      AV,34.0728,-118.2917
678,231805781,02/03/2023 12:00:00 AM,07/01/2020 12:00:00 AM,805,18,Southeast,1802,2,354,THEFT OF IDENTITY,0928 1822,22,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,400 W  90TH                         ST,,33.9551,-118.2814
679,202011201,06/21/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1600,20,Olympic,2011,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,200 S  MANHATTAN                    PL,,34.0712,-118.3104
680,201813546,07/05/2020 12:00:00 AM,07/04/2020 12:00:00 AM,2000,18,Southeast,1863,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 0400 0354 0444,39,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,400 E  115TH                        ST,,33.9301,-118.2664
681,201716222,12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,100,17,Devonshire,1795,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,59,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,17400    RAYMER                       ST,,34.2254,-118.5128
682,201822432,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,1630,18,Southeast,1822,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1100 1822 0216 1407 0319 0371 0906 1218 0329,46,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,9700 S  MAIN                         ST,,33.948,-118.2739
683,201412938,06/28/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1200,14,Pacific,1407,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,3500    JASMINE                      AV,,34.026,-118.4052
684,201514257,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,130,15,N Hollywood,1581,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,4300    COLDWATER CANYON             AV,,34.1482,-118.4138
685,201607268,03/19/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1150,16,Foothill,1663,1,310,BURGLARY,0344 0342 1402,0,M,O,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,998.0,,,11800    WICKS                        ST,,34.2386,-118.402
686,211704220,01/04/2021 12:00:00 AM,12/04/2020 12:00:00 AM,1400,17,Devonshire,1757,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,52,M,A,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,10100    PETIT                        AV,,34.2538,-118.4981
687,201517963,11/24/2020 12:00:00 AM,11/22/2020 12:00:00 AM,2000,15,N Hollywood,1585,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,33,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,740.0,,,,4200    ARCH                         DR,,34.1421,-118.373
688,201607367,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1200,16,Foothill,1641,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,13200    GOLETA                       ST,,34.253,-118.4202
689,201409688,04/16/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1200,14,Pacific,1464,1,330,BURGLARY FROM VEHICLE,0344 1300,36,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,12400    FIELDING                     CI,,33.979,-118.4116
690,201713959,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,1153,17,Devonshire,1751,2,624,BATTERY - SIMPLE ASSAULT,2003 2004 0416 1822,43,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,21500    DEVONSHIRE                   ST,,34.2572,-118.5981
691,231322474,12/24/2023 12:00:00 AM,01/09/2020 12:00:00 AM,1200,13,Newton,1354,2,354,THEFT OF IDENTITY,0100,23,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4000    WALL                         ST,,34.0112,-118.2716
692,201817112,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,1630,18,Southeast,1842,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1230 0416 1300 0209 0342,30,M,H,101.0,STREET,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230.0,,,,112TH,SAN PEDRO,33.933,-118.2696
693,210505050,01/04/2021 12:00:00 AM,12/29/2020 12:00:00 AM,1600,5,Harbor,503,1,330,BURGLARY FROM VEHICLE,1300 0344 0385,39,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,25600    BIXBY                        AV,,33.791,-118.2908
694,201819155,10/19/2020 12:00:00 AM,10/19/2020 12:00:00 AM,1630,18,Southeast,1842,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,200 W  113TH                        ST,,33.932,-118.2757
695,202009025,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,2255,20,Olympic,2022,1,210,ROBBERY,1822 0342 0302 1309 0355 0421 0432 0344 0330 0916,42,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,4TH                          ST,MANHATTAN                    PL,34.0672,-118.3104
696,201320641,11/30/2020 12:00:00 AM,11/30/2020 12:00:00 AM,1415,13,Newton,1313,2,624,BATTERY - SIMPLE ASSAULT,1822 1260 0446 1309,59,M,H,406.0,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400 E  WASHINGTON                   BL,,34.0289,-118.2602
